sample.id,Abundance,Potential_N,Potential_N_micro,management,N.dosage,Genotype,Inoculant,Growth.stage,Kingdom,Phylum,Class,Order,Family,Genus
NIL 2_N:0_Proven_VT,0.331937901,680.4512021,0.68,N:0_Proven,N:0,NIL 2,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:0_Proven_VT,0.331937901,937.1844556,0.937,N:0_Proven,N:0,NIL 2,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:0_Proven_VT,0.331937901,1031.480165,1.031,N:0_Proven,N:0,NIL 2,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:0_Proven_VT,0.331937901,1531.453704,1.531,N:0_Proven,N:0,NIL 2,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:0_Proven_VT,0.331063348,680.4512021,0.68,N:0_Proven,N:0,NIL 2,Proven,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 2_N:0_Proven_VT,0.331063348,937.1844556,0.937,N:0_Proven,N:0,NIL 2,Proven,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 2_N:0_Proven_VT,0.331063348,1031.480165,1.031,N:0_Proven,N:0,NIL 2,Proven,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 2_N:0_Proven_VT,0.331063348,1531.453704,1.531,N:0_Proven,N:0,NIL 2,Proven,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 2_N:0_None_VT,0.329346507,725.1611327,0.725,N:0_None,N:0,NIL 2,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:0_None_VT,0.329346507,904.1219025,0.904,N:0_None,N:0,NIL 2,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:0_None_VT,0.329346507,941.7953171,0.942,N:0_None,N:0,NIL 2,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:0_None_VT,0.329346507,1060.130786,1.06,N:0_None,N:0,NIL 2,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
B73_N:67_None_V8,0.328733002,922.8785931,0.923,N:67_None,N:67,B73,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
B73_N:67_None_V8,0.328733002,1362.375581,1.362,N:67_None,N:67,B73,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
B73_N:67_None_V8,0.328733002,1404.903666,1.405,N:67_None,N:67,B73,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
B73_N:67_None_V8,0.328733002,1483.401133,1.483,N:67_None,N:67,B73,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:67_None_VT,0.326644228,967.3209525,0.967,N:67_None,N:67,NIL 1,None,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:67_None_VT,0.326644228,987.2726761,0.987,N:67_None,N:67,NIL 1,None,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:67_None_VT,0.326644228,1364.055813,1.364,N:67_None,N:67,NIL 1,None,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:67_None_VT,0.326644228,1865.590342,1.866,N:67_None,N:67,NIL 1,None,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:67_None_V8,0.325364982,724.7807451,0.725,N:67_None,N:67,NIL 1,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:67_None_V8,0.325364982,1045.850344,1.046,N:67_None,N:67,NIL 1,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:67_None_V8,0.325364982,1115.461691,1.115,N:67_None,N:67,NIL 1,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:67_None_V8,0.325364982,1596.485479,1.596,N:67_None,N:67,NIL 1,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
B73_N:0_Proven_V8,0.32474923,752.5340089,0.753,N:0_Proven,N:0,B73,Proven,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
B73_N:0_Proven_V8,0.32474923,801.4305873,0.801,N:0_Proven,N:0,B73,Proven,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:67_None_V8,0.323679153,724.7807451,0.725,N:67_None,N:67,NIL 1,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:67_None_V8,0.323679153,1045.850344,1.046,N:67_None,N:67,NIL 1,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:67_None_V8,0.323679153,1115.461691,1.115,N:67_None,N:67,NIL 1,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:67_None_V8,0.323679153,1596.485479,1.596,N:67_None,N:67,NIL 1,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:0_None_V8,0.321413237,1014.828984,1.015,N:0_None,N:0,NIL 1,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:0_None_V8,0.321413237,1046.623931,1.047,N:0_None,N:0,NIL 1,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:0_None_V8,0.321413237,1251.098298,1.251,N:0_None,N:0,NIL 1,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
B73_N:0_None_VT,0.319518077,762.0693177,0.762,N:0_None,N:0,B73,None,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
B73_N:0_None_VT,0.319518077,918.170268,0.918,N:0_None,N:0,B73,None,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
B73_N:0_None_VT,0.319518077,1033.735045,1.034,N:0_None,N:0,B73,None,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 2_N:67_None_V8,0.318624674,863.0964207,0.863,N:67_None,N:67,NIL 2,None,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 2_N:67_None_V8,0.318624674,1352.706321,1.353,N:67_None,N:67,NIL 2,None,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 2_N:67_None_V8,0.318624674,1441.335327,1.441,N:67_None,N:67,NIL 2,None,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 2_N:67_None_V8,0.318624674,1787.516619,1.788,N:67_None,N:67,NIL 2,None,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
B73_N:67_Proven_VT,0.318519239,1054.770233,1.005,N:67_Proven,N:67,NIL 1,Proven,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
B73_N:67_Proven_VT,0.318519239,1098.509903,1.099,N:67_Proven,N:67,NIL 1,Proven,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
B73_N:67_Proven_VT,0.318519239,1114.89202,1.115,N:67_Proven,N:67,NIL 1,Proven,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
B73_N:67_Proven_VT,0.318519239,1521.753388,1.522,N:67_Proven,N:67,NIL 1,Proven,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 1_N:0_Proven_V8,0.315588694,903.1248924,0.903,N:0_Proven,N:0,NIL 1,Proven,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:0_Proven_V8,0.315588694,1220.794711,1.221,N:0_Proven,N:0,NIL 1,Proven,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:0_Proven_V8,0.315588694,1229.367502,1.229,N:0_Proven,N:0,NIL 1,Proven,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:67_None_V8,0.315101291,863.0964207,0.863,N:67_None,N:67,NIL 2,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:67_None_V8,0.315101291,1352.706321,1.353,N:67_None,N:67,NIL 2,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:67_None_V8,0.315101291,1441.335327,1.441,N:67_None,N:67,NIL 2,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:67_None_V8,0.315101291,1787.516619,1.788,N:67_None,N:67,NIL 2,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:0_None_V8,0.313526629,1014.828984,1.015,N:0_None,N:0,NIL 1,None,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 1_N:0_None_V8,0.313526629,1046.623931,1.047,N:0_None,N:0,NIL 1,None,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 1_N:0_None_V8,0.313526629,1251.098298,1.251,N:0_None,N:0,NIL 1,None,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 1_N:0_Proven_VT,0.313367356,652.5743808,0.653,N:0_Proven,N:0,NIL 1,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:0_Proven_VT,0.313367356,1031.54789,1.032,N:0_Proven,N:0,NIL 1,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:0_Proven_VT,0.313367356,1133.671066,1.134,N:0_Proven,N:0,NIL 1,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:0_Proven_VT,0.313367356,1414.163439,1.414,N:0_Proven,N:0,NIL 1,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:67_Proven_VT,0.312535132,828.7182019,0.829,N:67_Proven,N:67,NIL 2,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:67_Proven_VT,0.312535132,996.0427302,0.996,N:67_Proven,N:67,NIL 2,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:67_Proven_VT,0.312535132,1234.685187,1.235,N:67_Proven,N:67,NIL 2,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:67_Proven_VT,0.312535132,1263.364995,1.263,N:67_Proven,N:67,NIL 2,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
B73_N:0_None_V8,0.311026242,516.1674651,0.516,N:0_None,N:0,B73,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
B73_N:0_None_V8,0.311026242,796.9841759,0.797,N:0_None,N:0,B73,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
B73_N:0_None_V8,0.311026242,887.5058724,0.888,N:0_None,N:0,B73,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
B73_N:0_None_V8,0.311026242,1008.689388,1.009,N:0_None,N:0,B73,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
B73_N:0_None_V8,0.311026242,1137.333952,1.137,N:0_None,N:0,B73,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
B73_N:0_Proven_V8,0.31084927,752.5340089,0.753,N:0_Proven,N:0,B73,Proven,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
B73_N:0_Proven_V8,0.31084927,801.4305873,0.801,N:0_Proven,N:0,B73,Proven,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:0_None_V8,0.307769929,1022.692937,1.023,N:0_None,N:0,NIL 2,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 2_N:0_None_V8,0.307769929,1027.449106,1.027,N:0_None,N:0,NIL 2,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 2_N:0_None_V8,0.307769929,1239.715728,1.24,N:0_None,N:0,NIL 2,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 2_N:0_None_V8,0.307769929,1336.273915,1.336,N:0_None,N:0,NIL 2,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
B73_N:0_None_VT,0.304254475,762.0693177,0.762,N:0_None,N:0,B73,None,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
B73_N:0_None_VT,0.304254475,918.170268,0.918,N:0_None,N:0,B73,None,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
B73_N:0_None_VT,0.304254475,1033.735045,1.034,N:0_None,N:0,B73,None,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:0_None_V8,0.304004604,1014.828984,1.015,N:0_None,N:0,NIL 1,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:0_None_V8,0.304004604,1046.623931,1.047,N:0_None,N:0,NIL 1,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:0_None_V8,0.304004604,1251.098298,1.251,N:0_None,N:0,NIL 1,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:0_None_VT,0.303610726,725.1611327,0.725,N:0_None,N:0,NIL 2,None,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:0_None_VT,0.303610726,904.1219025,0.904,N:0_None,N:0,NIL 2,None,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:0_None_VT,0.303610726,941.7953171,0.942,N:0_None,N:0,NIL 2,None,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:0_None_VT,0.303610726,1060.130786,1.06,N:0_None,N:0,NIL 2,None,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
B73_N:67_Proven_VT,0.303325632,1054.770233,1.005,N:0_Proven,N:0,B73,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
B73_N:67_Proven_VT,0.303325632,1098.509903,1.099,N:0_Proven,N:0,B73,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
B73_N:67_Proven_VT,0.303325632,1114.89202,1.115,N:0_Proven,N:0,B73,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
B73_N:67_Proven_VT,0.303325632,1521.753388,1.522,N:0_Proven,N:0,B73,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:67_Proven_VT,0.300602665,868.406438,0.868,N:67_Proven,N:67,NIL 1,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:67_Proven_VT,0.300602665,936.3858374,0.936,N:67_Proven,N:67,NIL 1,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:67_Proven_VT,0.300602665,948.5851959,0.949,N:67_Proven,N:67,NIL 1,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:67_Proven_VT,0.300602665,1436.633929,1.437,N:67_Proven,N:67,NIL 1,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:0_None_V8,0.300558179,1014.828984,1.015,N:0_None,N:0,NIL 1,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:0_None_V8,0.300558179,1046.623931,1.047,N:0_None,N:0,NIL 1,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:0_None_V8,0.300558179,1251.098298,1.251,N:0_None,N:0,NIL 1,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:67_None_VT,0.299287668,815.7903832,0.816,N:67_None,N:67,NIL 2,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:67_None_VT,0.299287668,1171.951717,1.172,N:67_None,N:67,NIL 2,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:67_None_VT,0.299287668,1310.244886,1.31,N:67_None,N:67,NIL 2,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:67_None_VT,0.299287668,2059.831068,2.06,N:67_None,N:67,NIL 2,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:67_Proven_VT,0.294277929,868.406438,0.868,N:67_Proven,N:67,NIL 1,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:67_Proven_VT,0.294277929,936.3858374,0.936,N:67_Proven,N:67,NIL 1,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:67_Proven_VT,0.294277929,948.5851959,0.949,N:67_Proven,N:67,NIL 1,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:67_Proven_VT,0.294277929,1436.633929,1.437,N:67_Proven,N:67,NIL 1,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
B73_N:0_Proven_VT,0.293172574,728.0549496,0.728,N:0_Proven,N:0,B73,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
B73_N:0_Proven_VT,0.293172574,943.0003592,0.943,N:0_Proven,N:0,B73,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
B73_N:0_Proven_VT,0.293172574,1224.513679,1.225,N:0_Proven,N:0,B73,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:0_None_V8,0.291887173,1022.692937,1.023,N:0_None,N:0,NIL 2,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:0_None_V8,0.291887173,1027.449106,1.027,N:0_None,N:0,NIL 2,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:0_None_V8,0.291887173,1239.715728,1.24,N:0_None,N:0,NIL 2,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:0_None_V8,0.291887173,1336.273915,1.336,N:0_None,N:0,NIL 2,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:0_Proven_VT,0.29142333,680.4512021,0.68,N:0_Proven,N:0,NIL 2,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:0_Proven_VT,0.29142333,937.1844556,0.937,N:0_Proven,N:0,NIL 2,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:0_Proven_VT,0.29142333,1031.480165,1.031,N:0_Proven,N:0,NIL 2,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:0_Proven_VT,0.29142333,1531.453704,1.531,N:0_Proven,N:0,NIL 2,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
B73_N:0_Proven_V8,0.287783821,752.5340089,0.753,N:0_Proven,N:0,B73,Proven,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
B73_N:0_Proven_V8,0.287783821,801.4305873,0.801,N:0_Proven,N:0,B73,Proven,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:67_Proven_V8,0.287619484,1052.989525,1.053,N:67_Proven,N:67,NIL 2,Proven,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 2_N:67_Proven_V8,0.287619484,1114.240465,1.114,N:67_Proven,N:67,NIL 2,Proven,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 2_N:67_Proven_V8,0.287619484,1775.648201,1.776,N:67_Proven,N:67,NIL 2,Proven,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 1_N:0_Proven_V8,0.282331843,903.1248924,0.903,N:0_Proven,N:0,NIL 1,Proven,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:0_Proven_V8,0.282331843,1220.794711,1.221,N:0_Proven,N:0,NIL 1,Proven,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:0_Proven_V8,0.282331843,1229.367502,1.229,N:0_Proven,N:0,NIL 1,Proven,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:67_Proven_VT,0.279932546,828.7182019,0.829,N:67_Proven,N:67,NIL 2,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:67_Proven_VT,0.279932546,996.0427302,0.996,N:67_Proven,N:67,NIL 2,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:67_Proven_VT,0.279932546,1234.685187,1.235,N:67_Proven,N:67,NIL 2,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:67_Proven_VT,0.279932546,1263.364995,1.263,N:67_Proven,N:67,NIL 2,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
B73_N:67_None_V8,0.279722905,922.8785931,0.923,N:67_None,N:67,B73,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
B73_N:67_None_V8,0.279722905,1362.375581,1.362,N:67_None,N:67,B73,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
B73_N:67_None_V8,0.279722905,1404.903666,1.405,N:67_None,N:67,B73,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
B73_N:67_None_V8,0.279722905,1483.401133,1.483,N:67_None,N:67,B73,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
